mirna_id	AS035_CD4_200_SV	OBB4633_CD14_400_SV	OBB4633_CD4_200	OBB4633_CD4_200_SV	OBB3073_CD14_150ng	OBB3073_CD14_200ng	OBB3073_CD14_250ng	OBB3073_CD14_300ng	OBB3073_CD4_150ng	OBB3073_CD4_200ng	OBB3073_CD4_250ng	OBB3073_CD4_300ng	OBB2657_CD4_150ng	OBB2657_CD4_200ng	OBB2657_CD4_250ng	OBB2657_CD4_300ng
hsa-miR-185-3p	19	273	24	30	263	389	154	287	27	26	24	41	23	17	27	37
hsa-miR-185-5p	772	4680	1321	1003	4742	8949	3107	5553	1329	1329	1326	1844	736	762	1256	1337
hsa-miR-186-3p	1	9	2	2	0	0	0	1	1	0	1	1	2	0	3	0
hsa-miR-186-5p	9057	7462	10520	10588	5138	8684	3163	5491	9893	10574	11154	12782	8369	8729	14076	15004
hsa-miR-187-3p	1	6	0	0	1	6	1	2	1	0	0	0	0	0	1	1
hsa-miR-187-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-188-3p	0	5	0	0	6	3	2	2	0	0	0	0	0	0	1	0
hsa-miR-188-5p	14	226	7	9	79	114	46	91	7	8	4	12	8	5	10	7
hsa-miR-18a-3p	10	47	14	17	57	100	30	48	11	21	17	15	23	23	29	27
hsa-miR-18a-5p	100	1078	67	74	354	517	207	344	49	67	47	60	85	73	163	152
hsa-miR-18b-3p	0	2	1	1	0	3	0	3	0	0	1	0	0	0	0	1
hsa-miR-18b-5p	3	45	9	8	4	4	3	6	2	0	2	3	5	2	12	4
hsa-miR-1908-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1908-5p	2	9	0	1	27	48	14	20	0	0	1	2	0	1	1	1
hsa-miR-1909-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1909-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-190a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-190a-5p	2	9	1	1	2	5	0	4	1	1	2	1	0	0	2	1
hsa-miR-190b	24	179	38	47	251	477	132	230	49	41	41	43	31	25	44	35
hsa-miR-191-3p	7	55	5	6	108	210	68	116	10	10	10	13	3	7	10	11
hsa-miR-191-5p	9852	64422	12540	13672	79241	144257	44361	78098	14548	15574	14224	17702	10111	9918	16220	16217
hsa-miR-1910-3p	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-1910-5p	0	3	0	0	10	18	7	9	0	0	0	0	0	0	0	0
hsa-miR-1911-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1911-5p	0	1	0	0	1	7	0	1	0	0	0	1	0	0	0	0
hsa-miR-1912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1914-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1914-5p	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-1915-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1915-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-192-3p	1	1	2	2	0	0	0	0	3	3	2	4	0	1	5	3
hsa-miR-192-5p	9079	1043	8856	9795	546	1045	386	637	11177	9268	10893	13541	7988	9188	15666	16706
hsa-miR-193a-3p	16	625	6	9	47	38	11	26	6	2	1	2	7	3	15	2
hsa-miR-193a-5p	14	184	9	19	245	449	134	239	22	23	20	22	23	20	15	20
hsa-miR-193b-3p	37	2	55	76	1	1	0	0	28	23	18	25	32	23	70	44
hsa-miR-193b-5p	3	1	11	15	2	0	0	0	10	5	5	11	6	10	12	11
hsa-miR-194-3p	2	2	2	2	0	4	1	2	3	2	5	6	2	2	6	2
hsa-miR-194-5p	604	112	659	643	37	84	31	54	488	493	542	756	460	435	904	974
hsa-miR-195-3p	1	1	1	2	0	2	0	0	5	5	4	7	3	2	3	5
hsa-miR-195-5p	13	18	19	28	6	5	4	7	21	12	13	15	16	9	28	25
hsa-miR-196a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-196a-5p	0	0	0	4	0	1	0	1	7	9	8	7	0	0	0	0
hsa-miR-196b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-196b-5p	6	97	5	4	76	118	40	87	10	12	9	13	3	2	9	10
hsa-miR-197-3p	267	2252	485	646	3479	6032	1924	3354	856	720	677	865	444	408	650	684
hsa-miR-197-5p	0	2	2	2	11	18	5	11	2	4	3	7	1	3	5	6
hsa-miR-1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1976	23	67	35	34	120	203	66	103	66	51	38	51	37	45	56	56
hsa-miR-198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-199a-3p	0	17	2	0	8	13	5	9	1	0	0	0	0	0	0	0
hsa-miR-199a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-199b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-199b-5p	192	3664	150	122	1983	3733	1436	2505	206	209	226	278	77	80	137	136
hsa-miR-19a-3p	616	1424	631	650	624	993	458	686	374	509	515	571	442	470	798	870
hsa-miR-19a-5p	4	2	1	4	0	3	0	1	3	2	4	5	1	2	5	5
hsa-miR-19b-1-5p	4	9	3	2	2	9	2	2	2	6	5	3	3	2	9	5
hsa-miR-19b-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-19b-3p	1	3	2	1	0	0	0	0	0	0	1	0	0	1	0	1
hsa-miR-200a-3p	109	471	83	89	127	212	80	129	71	67	74	108	51	56	103	103
hsa-miR-200a-5p	1	15	1	1	6	7	7	5	2	2	2	1	1	0	2	3
hsa-miR-200b-3p	69	375	94	88	193	408	173	224	80	84	82	109	47	56	72	107
hsa-miR-200b-5p	2	3	0	3	4	6	1	2	1	2	0	3	1	0	1	2
hsa-miR-200c-3p	264	389	530	572	877	1630	449	825	662	581	530	598	492	460	796	773
hsa-miR-200c-5p	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	1
hsa-miR-202-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-202-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-203a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-203b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-203b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-204-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-204-5p	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0
hsa-miR-205-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-205-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-2052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-206	0	0	0	0	0	0	0	0	1	1	1	4	1	2	1	0
hsa-miR-208a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-208a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-208b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-208b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-20a-3p	37	101	39	41	22	27	9	14	6	14	12	9	17	14	30	33
hsa-miR-20a-5p	5633	12119	7689	5700	7019	13347	5149	8587	4394	5540	5576	6373	4176	4166	7916	7000
hsa-miR-20b-3p	2	11	3	2	2	4	2	2	0	3	1	4	2	2	2	1
hsa-miR-20b-5p	161	400	353	245	182	363	130	230	124	189	167	196	146	134	256	252
hsa-miR-21-3p	255	1645	159	207	1198	2181	835	1458	302	245	291	359	302	331	611	458
hsa-miR-21-5p	303500	1.98736e+06	256898	256456	1508725	3242154	1186763	1956076	407996	388122	422136	519190	302245	329288	559788	596714
hsa-miR-210-3p	51	21	38	37	8	21	5	12	23	34	33	41	33	34	64	58
hsa-miR-210-5p	1	1	0	1	0	0	0	0	1	1	1	2	0	0	0	0
hsa-miR-211-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-211-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2110	42	88	98	130	214	305	96	184	187	173	147	185	130	114	175	182
hsa-miR-2113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2114-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-2114-5p	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0
hsa-miR-2115-3p	0	27	0	0	31	86	22	41	1	0	1	2	1	0	0	3
hsa-miR-2115-5p	0	10	0	0	6	21	9	5	0	1	0	0	0	0	0	0
hsa-miR-2116-3p	0	7	0	0	7	15	3	1	0	0	1	0	0	0	0	0
hsa-miR-2116-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-212-3p	1	1	1	0	0	1	0	0	0	1	1	1	0	0	0	1
hsa-miR-212-5p	6	7	3	7	9	11	5	11	14	17	6	10	9	7	12	11
hsa-miR-214-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-214-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-215-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-215-5p	104	17	105	100	17	24	4	14	129	97	115	139	73	82	145	184
hsa-miR-216a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-216a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-216b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-216b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-218-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-218-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-218-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-219a-1-3p	5	4	7	12	5	9	5	9	17	12	8	11	6	10	14	22
hsa-miR-219a-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-219a-5p	5	6	5	8	3	4	2	3	3	5	4	5	3	4	8	6
hsa-miR-219b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-219b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-22-3p	11442	89747	8592	11704	31885	53336	20146	37485	13912	12183	11796	13105	8338	6841	15865	13019
hsa-miR-22-5p	75	283	54	71	252	507	197	300	137	151	154	183	70	91	122	168
hsa-miR-221-3p	1788	6719	2567	2390	3583	6765	2457	4389	2141	2694	2558	2969	1910	1742	3090	3073
hsa-miR-221-5p	340	552	299	305	337	650	231	417	537	461	496	628	303	314	530	497
hsa-miR-222-3p	2636	3927	3880	3843	6094	10356	2948	5394	5435	6942	5867	6468	3866	3986	5111	6601
hsa-miR-222-5p	2	2	3	5	1	3	1	2	3	2	4	7	3	2	3	3
hsa-miR-223-3p	950	39421	581	579	20930	35844	14744	25665	666	747	750	1020	197	207	413	463
hsa-miR-223-5p	385	9313	171	152	10473	23229	7432	13691	410	439	397	510	119	149	235	259
hsa-miR-224-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-224-5p	5	20	0	0	20	43	15	19	4	1	2	2	1	1	0	1
hsa-miR-2276-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-2276-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2277-3p	0	2	0	0	1	1	0	0	0	1	1	0	0	0	0	0
hsa-miR-2277-5p	6	31	9	8	13	25	14	22	6	6	8	10	6	6	7	5
hsa-miR-2278	0	0	0	0	5	3	0	1	0	0	0	1	1	0	0	2
hsa-miR-2355-3p	15	180	10	21	87	177	55	109	15	14	21	17	8	9	19	21
hsa-miR-2355-5p	2	33	2	3	10	21	6	11	2	1	2	2	1	1	2	2
hsa-miR-2392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-23a-3p	609	13103	976	823	3749	7144	2819	5123	654	811	946	1322	282	309	530	658
hsa-miR-23a-5p	9	67	1	5	103	156	40	85	13	15	16	10	9	14	6	8
hsa-miR-23b-3p	226	544	366	290	149	224	77	164	296	251	418	573	290	290	574	591
hsa-miR-23b-5p	1	0	3	0	7	9	2	5	5	4	4	1	1	2	4	4
hsa-miR-23c	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-24-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-24-2-5p	255	1564	190	182	1073	2365	862	1525	324	347	367	461	150	194	298	439
hsa-miR-24-3p	1	1	1	0	3	4	1	3	0	0	0	1	0	0	1	0
hsa-miR-2467-3p	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
hsa-miR-2467-5p	0	7	1	1	3	7	3	4	0	0	0	0	0	0	0	0
hsa-miR-25-3p	7133	23249	10027	9557	14272	26973	9382	17266	9676	8570	9068	12616	6280	6263	11860	11387
hsa-miR-25-5p	51	93	94	108	149	302	89	161	148	137	107	142	119	121	181	162
hsa-miR-2681-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2681-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2682-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2682-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-26a-1-3p	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
hsa-miR-26a-2-3p	85	60	57	87	66	93	35	57	128	113	119	131	74	63	108	93
hsa-miR-26a-5p	25	22	34	32	13	28	9	21	18	23	19	25	23	25	31	23
hsa-miR-26b-3p	63	242	57	76	481	750	261	408	83	101	86	119	52	58	85	99
hsa-miR-26b-5p	41689	63710	51874	56246	31064	49861	18581	32961	55093	45272	48781	56654	44256	42887	79225	74307
hsa-miR-27a-3p	10313	9449	10526	9192	9085	18356	7593	12708	19146	17494	23096	30694	10397	12714	16591	24126
hsa-miR-27a-5p	511	4750	217	245	4840	9855	3255	6103	641	621	597	808	238	251	457	563
hsa-miR-27b-3p	2375	7105	2840	2597	3561	7327	2930	4862	3508	2608	3413	4507	1958	2256	3656	4014
hsa-miR-27b-5p	8	21	12	9	20	43	15	26	14	17	13	14	10	7	15	17
hsa-miR-28-3p	680	1421	1059	1016	1393	2437	773	1490	1035	969	928	1322	770	806	1281	1211
hsa-miR-28-5p	561	659	755	820	634	956	335	583	943	713	865	956	756	679	1142	1172
hsa-miR-2861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-296-3p	6	2	10	8	0	1	0	2	12	9	13	17	7	6	14	10
hsa-miR-296-5p	29	3	48	44	2	2	0	0	15	22	19	28	20	20	38	32
hsa-miR-297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-299-3p	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-299-5p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-29a-3p	64368	9861	74691	95854	4622	6957	2622	4349	78704	58232	62527	69394	69604	59709	137838	104206
hsa-miR-29a-5p	27	16	32	37	3	8	2	6	17	17	21	20	22	19	44	18
hsa-miR-29b-1-5p	7	5	16	13	7	12	4	9	12	18	16	19	11	12	19	17
hsa-miR-29b-2-5p	37	60	41	51	63	89	35	60	51	47	51	61	48	39	75	59
hsa-miR-29b-3p	5	3	7	6	0	1	0	1	3	5	2	2	3	1	8	6
hsa-miR-29c-3p	2953	679	2972	3728	171	226	79	142	1844	1453	1662	1906	2647	2112	5121	3663
hsa-miR-29c-5p	268	188	269	352	105	230	78	139	207	207	245	284	218	203	423	423
hsa-miR-300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-301a-3p	13	175	6	14	39	67	25	35	4	2	4	6	3	4	11	7
hsa-miR-301a-5p	17	80	8	12	88	141	63	104	22	17	16	26	13	13	21	25
hsa-miR-301b	9	140	2	1	43	69	37	67	2	3	3	2	1	1	2	3
hsa-miR-302a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302d-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3064-3p	1	6	6	2	3	7	2	4	2	8	4	2	2	3	1	1
hsa-miR-3064-5p	2	6	8	10	22	34	8	13	6	8	3	7	6	9	5	7
hsa-miR-3065-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3065-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3074-3p	0	1	1	2	2	9	0	1	3	2	4	1	2	0	1	1
hsa-miR-3074-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-30a-3p	3	18	7	3	10	28	4	5	7	5	7	9	5	1	5	12
hsa-miR-30a-5p	104	359	89	105	153	295	112	171	73	89	87	111	74	74	156	129
hsa-miR-30b-3p	17	48	31	35	36	78	30	42	42	30	25	32	31	29	45	47
hsa-miR-30b-5p	1292	2386	1992	1544	445	817	401	687	608	871	1146	1470	808	868	1622	1906
hsa-miR-30c-1-3p	6	65	5	7	55	89	36	53	6	8	3	8	2	2	3	3
hsa-miR-30c-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-30c-5p	18	54	25	19	36	69	24	36	26	20	19	32	18	13	29	23
hsa-miR-30d-3p	104	255	85	92	109	216	74	151	98	82	95	117	76	72	175	137
hsa-miR-30d-5p	24292	87518	28001	28528	63811	123440	41916	72257	29393	27507	27845	34773	19160	20276	37308	35712
hsa-miR-30e-3p	1405	5610	2284	2020	5206	9194	3073	5632	2253	1955	2177	3152	1314	1432	2332	2634
hsa-miR-30e-5p	26631	68201	22530	24691	29914	56077	22149	35722	19844	19823	20862	23975	16833	16668	36431	30553
hsa-miR-31-3p	9	0	13	17	0	0	0	0	8	4	10	16	7	6	11	9
hsa-miR-31-5p	422	5	1492	1362	4	4	1	4	666	743	775	913	512	480	796	758
hsa-miR-3115	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3117-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3117-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3120-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3120-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3121-3p	1	1	0	0	1	0	0	2	1	0	1	0	1	1	2	2
hsa-miR-3121-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3122	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3124-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3124-5p	0	5	1	2	3	3	0	2	0	3	0	2	0	0	0	0
hsa-miR-3125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3126-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3126-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3127-3p	0	1	0	0	5	9	2	1	1	0	0	1	0	0	1	0
hsa-miR-3127-5p	0	1	0	1	4	11	2	6	1	1	0	0	0	0	0	0
hsa-miR-3128	0	7	2	1	2	1	2	1	2	0	1	1	1	0	1	1
hsa-miR-3129-3p	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1
hsa-miR-3129-5p	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-3130-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3130-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3131	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-3135a	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
hsa-miR-3135b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3136-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3136-5p	1	5	0	4	1	4	0	2	2	1	2	2	1	2	3	2
hsa-miR-3137	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
hsa-miR-3138	0	1	0	0	2	4	1	8	1	0	1	0	0	0	0	1
hsa-miR-3139	0	2	0	0	2	4	2	2	0	0	0	0	0	0	0	0
hsa-miR-3140-3p	0	4	2	0	8	12	3	9	1	2	2	0	1	0	1	1
hsa-miR-3140-5p	0	2	1	0	2	5	2	0	0	0	0	1	0	1	0	0
hsa-miR-3141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3143	1	21	1	1	11	18	10	18	0	1	2	3	0	1	2	0
hsa-miR-3144-3p	0	0	0	0	1	2	1	1	1	0	0	0	0	0	0	0
hsa-miR-3144-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3145-3p	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-3145-5p	0	1	0	0	1	3	0	1	0	0	0	0	0	0	0	0
hsa-miR-3146	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0
hsa-miR-3147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3148	0	0	1	1	0	0	0	0	0	1	0	6	3	0	2	2
hsa-miR-3149	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
hsa-miR-3150a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3150a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3150b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3150b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3151-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3151-5p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-3152-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3152-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3154	0	3	0	0	3	3	0	1	0	0	0	0	0	0	0	0
hsa-miR-3155a	0	2	0	0	1	1	1	1	0	0	0	0	0	0	1	0
hsa-miR-3155b	1	10	3	3	9	19	7	14	1	3	4	2	3	1	6	3
hsa-miR-3156-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3156-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3157-3p	2	5	2	0	4	16	5	9	3	2	3	4	3	2	4	8
hsa-miR-3157-5p	2	3	4	1	7	5	4	5	0	2	2	1	1	1	2	3
hsa-miR-3158-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3158-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3159	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0
hsa-miR-3160-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3160-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3161	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1
hsa-miR-3162-3p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-3162-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
hsa-miR-3163	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-3164	0	5	0	0	11	13	6	15	1	0	0	0	0	0	0	0
hsa-miR-3165	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0
hsa-miR-3166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3168	0	0	0	5	6	11	4	1	7	4	2	3	8	6	7	6
hsa-miR-3169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3173-3p	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0
hsa-miR-3173-5p	3	10	5	9	15	29	10	12	12	5	10	7	11	6	9	13
hsa-miR-3174	0	5	0	0	10	16	3	12	0	0	0	1	0	0	0	1
hsa-miR-3175	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
hsa-miR-3176	0	8	0	0	4	8	5	6	0	2	2	1	1	2	5	4
hsa-miR-3177-3p	0	12	1	3	24	56	15	31	2	3	1	4	0	2	1	4
hsa-miR-3177-5p	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
hsa-miR-3178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
